site_id,measured_at,outdoor_temp,supply_temp,humidity,hour,is_weekend,demand_level
SITE-002,2026-01-05 17:00:00,3.47,65.6,62.09,17,False,MEDIUM
SITE-003,2026-01-05 17:00:00,1.7,66.27,57.1,17,False,MEDIUM
SITE-001,2026-01-05 18:00:00,-2.47,71.71,70.66,18,False,HIGH
SITE-002,2026-01-05 18:00:00,0.05,69.63,63.68,18,False,HIGH
SITE-003,2026-01-05 18:00:00,0.56,66.35,74.97,18,False,MEDIUM
SITE-001,2026-01-05 19:00:00,0.88,66.84,58.37,19,False,MEDIUM
SITE-002,2026-01-05 19:00:00,-0.56,69.61,66.4,19,False,MEDIUM
SITE-003,2026-01-05 19:00:00,0.01,66.95,67.78,19,False,MEDIUM
SITE-001,2026-01-05 20:00:00,-1.7,71.69,67.19,20,False,HIGH
SITE-002,2026-01-05 20:00:00,-2.72,71.39,62.5,20,False,HIGH
SITE-003,2026-01-05 20:00:00,-2.63,67.13,68.39,20,False,HIGH
SITE-001,2026-01-05 21:00:00,-4.19,74.65,70.23,21,False,HIGH
SITE-002,2026-01-05 21:00:00,-2.2,70.02,67.01,21,False,HIGH
SITE-003,2026-01-05 21:00:00,-5.13,71.81,73.59,21,False,HIGH
SITE-001,2026-01-05 22:00:00,-4.75,74.03,69.15,22,False,HIGH
SITE-002,2026-01-05 22:00:00,-5.9,75.21,71.67,22,False,HIGH
SITE-003,2026-01-05 22:00:00,-5.54,69.3,74.72,22,False,HIGH
SITE-001,2026-01-05 23:00:00,-5.03,74.06,71.78,23,False,HIGH
SITE-002,2026-01-05 23:00:00,-5.21,73.02,65.74,23,False,MEDIUM
SITE-003,2026-01-05 23:00:00,-5.21,69.15,72.38,23,False,MEDIUM
SITE-001,2026-01-06 00:00:00,-4.25,70.77,76.0,0,False,HIGH
SITE-002,2026-01-06 00:00:00,-6.68,76.41,68.31,0,False,HIGH
SITE-003,2026-01-06 00:00:00,-6.17,73.61,73.74,0,False,HIGH
SITE-001,2026-01-06 01:00:00,-2.3,66.78,69.1,1,False,MEDIUM
SITE-002,2026-01-06 01:00:00,-5.88,73.31,71.59,1,False,HIGH
SITE-003,2026-01-06 01:00:00,-6.3,73.67,78.53,1,False,HIGH
SITE-001,2026-01-06 02:00:00,-3.62,74.36,71.49,2,False,HIGH
SITE-002,2026-01-06 02:00:00,-3.5,72.88,66.16,2,False,MEDIUM
SITE-003,2026-01-06 02:00:00,-7.16,70.87,74.6,2,False,HIGH
SITE-001,2026-01-06 03:00:00,-3.61,70.22,67.18,3,False,HIGH
SITE-002,2026-01-06 03:00:00,-4.56,74.03,69.3,3,False,HIGH
SITE-003,2026-01-06 03:00:00,-4.11,68.75,74.67,3,False,MEDIUM
SITE-001,2026-01-06 04:00:00,-2.6,72.5,68.11,4,False,HIGH
SITE-002,2026-01-06 04:00:00,-1.43,72.9,65.25,4,False,MEDIUM
SITE-003,2026-01-06 04:00:00,-0.87,66.12,66.98,4,False,MEDIUM
SITE-001,2026-01-06 05:00:00,-2.32,72.57,57.79,5,False,HIGH
SITE-002,2026-01-06 05:00:00,-0.99,71.26,63.53,5,False,MEDIUM
SITE-003,2026-01-06 05:00:00,-1.84,66.89,68.86,5,False,MEDIUM
SITE-001,2026-01-06 06:00:00,-0.87,68.22,55.59,6,False,HIGH
SITE-002,2026-01-06 06:00:00,-0.93,67.09,62.28,6,False,HIGH
SITE-003,2026-01-06 06:00:00,0.39,66.59,64.34,6,False,MEDIUM
SITE-001,2026-01-06 07:00:00,0.66,68.52,65.29,7,False,HIGH
SITE-002,2026-01-06 07:00:00,-1.97,69.03,70.59,7,False,HIGH
SITE-003,2026-01-06 07:00:00,1.22,67.0,61.17,7,False,MEDIUM
SITE-001,2026-01-06 08:00:00,4.22,67.34,53.67,8,False,MEDIUM
SITE-002,2026-01-06 08:00:00,3.76,64.3,54.08,8,False,MEDIUM
SITE-003,2026-01-06 08:00:00,0.73,67.85,59.63,8,False,MEDIUM
SITE-001,2026-01-06 09:00:00,5.86,64.41,51.11,9,False,LOW
SITE-002,2026-01-06 09:00:00,4.91,65.29,57.0,9,False,MEDIUM
SITE-003,2026-01-06 09:00:00,5.83,60.02,54.51,9,False,LOW
SITE-001,2026-01-06 10:00:00,3.65,67.02,55.41,10,False,MEDIUM
SITE-002,2026-01-06 10:00:00,7.12,59.05,51.58,10,False,LOW
SITE-003,2026-01-06 10:00:00,5.42,64.34,52.92,10,False,LOW
SITE-001,2026-01-06 11:00:00,4.05,63.83,58.38,11,False,MEDIUM
SITE-002,2026-01-06 11:00:00,6.1,64.13,47.62,11,False,LOW
SITE-003,2026-01-06 11:00:00,3.37,64.79,61.22,11,False,LOW
SITE-001,2026-01-06 12:00:00,6.39,62.41,54.74,12,False,LOW
SITE-002,2026-01-06 12:00:00,4.36,66.37,63.86,12,False,LOW
SITE-003,2026-01-06 12:00:00,5.97,60.99,59.12,12,False,LOW
SITE-001,2026-01-06 13:00:00,5.32,63.5,59.15,13,False,LOW
SITE-002,2026-01-06 13:00:00,6.46,60.89,51.84,13,False,LOW
SITE-003,2026-01-06 13:00:00,3.99,60.93,51.9,13,False,LOW
SITE-001,2026-01-06 14:00:00,5.63,62.89,54.2,14,False,LOW
SITE-002,2026-01-06 14:00:00,4.08,62.47,50.92,14,False,LOW
SITE-003,2026-01-06 14:00:00,3.59,62.94,57.33,14,False,LOW
SITE-001,2026-01-06 15:00:00,2.26,66.67,60.16,15,False,MEDIUM
SITE-002,2026-01-06 15:00:00,4.79,62.08,55.95,15,False,LOW
SITE-003,2026-01-06 15:00:00,4.88,61.79,60.43,15,False,LOW
SITE-001,2026-01-06 16:00:00,3.05,67.24,50.21,16,False,MEDIUM
SITE-002,2026-01-06 16:00:00,2.23,65.28,63.16,16,False,MEDIUM
SITE-003,2026-01-06 16:00:00,3.19,65.25,60.9,16,False,LOW
SITE-001,2026-01-06 17:00:00,0.74,68.57,65.49,17,False,HIGH
SITE-002,2026-01-06 17:00:00,2.55,64.56,61.92,17,False,MEDIUM
SITE-003,2026-01-06 17:00:00,2.09,63.46,54.97,17,False,MEDIUM
SITE-001,2026-01-06 18:00:00,0.48,70.45,63.05,18,False,HIGH
SITE-002,2026-01-06 18:00:00,1.39,66.46,60.2,18,False,MEDIUM
SITE-003,2026-01-06 18:00:00,-1.91,67.86,66.32,18,False,MEDIUM
SITE-001,2026-01-06 19:00:00,-3.1,69.18,66.19,19,False,HIGH
SITE-002,2026-01-06 19:00:00,-1.13,68.0,58.07,19,False,HIGH
SITE-003,2026-01-06 19:00:00,-1.55,67.94,64.36,19,False,MEDIUM
SITE-001,2026-01-06 20:00:00,-4.19,72.13,69.52,20,False,HIGH
SITE-002,2026-01-06 20:00:00,-2.41,71.65,65.03,20,False,HIGH
SITE-003,2026-01-06 20:00:00,-1.85,71.09,62.46,20,False,MEDIUM
SITE-001,2026-01-06 21:00:00,-2.82,71.28,72.05,21,False,HIGH
SITE-002,2026-01-06 21:00:00,-2.57,68.68,69.84,21,False,HIGH
SITE-003,2026-01-06 21:00:00,-4.41,70.1,67.07,21,False,HIGH
SITE-001,2026-01-06 22:00:00,-2.22,71.11,76.97,22,False,HIGH
SITE-002,2026-01-06 22:00:00,-5.3,70.46,77.9,22,False,HIGH
SITE-003,2026-01-06 22:00:00,-4.81,69.91,77.7,22,False,HIGH
SITE-001,2026-01-06 23:00:00,-3.09,72.68,67.28,23,False,MEDIUM
SITE-002,2026-01-06 23:00:00,-4.77,68.43,69.78,23,False,HIGH
SITE-003,2026-01-06 23:00:00,-4.24,68.8,63.01,23,False,MEDIUM
SITE-001,2026-01-07 00:00:00,-5.48,72.69,70.53,0,False,HIGH
SITE-002,2026-01-07 00:00:00,-4.47,71.86,68.25,0,False,HIGH
SITE-003,2026-01-07 00:00:00,-4.29,72.25,69.25,0,False,MEDIUM
SITE-001,2026-01-07 01:00:00,-3.57,70.22,73.7,1,False,HIGH
SITE-002,2026-01-07 01:00:00,-2.5,70.2,63.11,1,False,MEDIUM
SITE-003,2026-01-07 01:00:00,-4.11,69.79,71.65,1,False,HIGH
SITE-001,2026-01-07 02:00:00,-5.1,75.33,70.61,2,False,HIGH
SITE-002,2026-01-07 02:00:00,-4.69,72.55,73.63,2,False,MEDIUM
SITE-003,2026-01-07 02:00:00,-5.22,71.04,66.53,2,False,MEDIUM
SITE-001,2026-01-07 03:00:00,-3.15,72.67,73.15,3,False,HIGH
SITE-002,2026-01-07 03:00:00,-3.48,71.75,71.72,3,False,HIGH
SITE-003,2026-01-07 03:00:00,-3.64,72.82,72.2,3,False,MEDIUM
SITE-001,2026-01-07 04:00:00,-2.12,70.46,68.41,4,False,MEDIUM
SITE-002,2026-01-07 04:00:00,0.17,70.45,61.81,4,False,MEDIUM
SITE-003,2026-01-07 04:00:00,-2.28,68.84,69.83,4,False,MEDIUM
SITE-001,2026-01-07 05:00:00,-1.55,69.6,66.57,5,False,MEDIUM
SITE-002,2026-01-07 05:00:00,-3.4,70.79,66.2,5,False,MEDIUM
SITE-003,2026-01-07 05:00:00,-1.88,68.9,62.48,5,False,MEDIUM
SITE-001,2026-01-07 06:00:00,-0.93,71.5,63.38,6,False,HIGH
SITE-002,2026-01-07 06:00:00,0.64,67.45,60.18,6,False,MEDIUM
SITE-003,2026-01-07 06:00:00,-1.87,65.86,63.13,6,False,HIGH
SITE-001,2026-01-07 07:00:00,3.18,67.55,54.77,7,False,MEDIUM
SITE-002,2026-01-07 07:00:00,1.44,67.25,65.89,7,False,MEDIUM
SITE-003,2026-01-07 07:00:00,0.86,65.73,59.4,7,False,LOW
SITE-001,2026-01-07 08:00:00,4.17,66.14,55.05,8,False,MEDIUM
SITE-002,2026-01-07 08:00:00,7.13,60.19,44.97,8,False,LOW
SITE-003,2026-01-07 08:00:00,6.36,64.12,48.85,8,False,LOW
SITE-001,2026-01-07 09:00:00,6.24,66.93,53.32,9,False,MEDIUM
SITE-002,2026-01-07 09:00:00,3.91,62.8,68.49,9,False,LOW
SITE-003,2026-01-07 09:00:00,6.85,59.97,49.1,9,False,LOW
SITE-001,2026-01-07 10:00:00,6.12,62.58,54.76,10,False,LOW
SITE-002,2026-01-07 10:00:00,6.34,62.79,58.88,10,False,LOW
SITE-003,2026-01-07 10:00:00,5.61,64.03,51.55,10,False,LOW
SITE-001,2026-01-07 11:00:00,6.81,64.98,47.84,11,False,LOW
SITE-002,2026-01-07 11:00:00,6.4,61.73,54.78,11,False,LOW
SITE-003,2026-01-07 11:00:00,6.08,61.72,56.2,11,False,LOW
SITE-001,2026-01-07 12:00:00,5.72,66.23,59.91,12,False,LOW
SITE-002,2026-01-07 12:00:00,6.19,63.38,51.76,12,False,LOW
SITE-003,2026-01-07 12:00:00,5.17,64.3,57.38,12,False,LOW
SITE-001,2026-01-07 13:00:00,5.94,64.94,55.34,13,False,LOW
SITE-002,2026-01-07 13:00:00,5.53,63.6,52.29,13,False,LOW
SITE-003,2026-01-07 13:00:00,6.14,59.94,47.71,13,False,LOW
SITE-001,2026-01-07 14:00:00,4.17,64.91,57.24,14,False,LOW
SITE-002,2026-01-07 14:00:00,5.67,63.33,60.64,14,False,LOW
SITE-003,2026-01-07 14:00:00,3.87,65.33,58.86,14,False,LOW
SITE-001,2026-01-07 15:00:00,6.17,61.69,55.03,15,False,LOW
SITE-002,2026-01-07 15:00:00,5.4,62.4,57.24,15,False,LOW
SITE-003,2026-01-07 15:00:00,5.21,63.92,59.74,15,False,LOW
SITE-001,2026-01-07 16:00:00,4.13,63.84,52.3,16,False,LOW
SITE-002,2026-01-07 16:00:00,4.9,64.43,56.74,16,False,LOW
SITE-003,2026-01-07 16:00:00,1.9,65.34,64.45,16,False,LOW
SITE-001,2026-01-07 17:00:00,3.4,70.57,58.6,17,False,MEDIUM
SITE-002,2026-01-07 17:00:00,2.75,65.87,57.99,17,False,MEDIUM
SITE-003,2026-01-07 17:00:00,0.61,66.96,65.73,17,False,MEDIUM
SITE-001,2026-01-07 18:00:00,0.17,70.52,59.42,18,False,HIGH
SITE-002,2026-01-07 18:00:00,2.71,63.94,52.29,18,False,MEDIUM
SITE-003,2026-01-07 18:00:00,0.14,66.18,58.54,18,False,MEDIUM
SITE-001,2026-01-07 19:00:00,0.17,66.67,67.2,19,False,HIGH
SITE-002,2026-01-07 19:00:00,-0.46,69.67,64.07,19,False,HIGH
SITE-003,2026-01-07 19:00:00,-1.17,65.42,60.43,19,False,MEDIUM
SITE-001,2026-01-07 20:00:00,-1.77,70.23,69.52,20,False,HIGH
SITE-002,2026-01-07 20:00:00,-1.88,70.26,64.08,20,False,HIGH
SITE-003,2026-01-07 20:00:00,-1.54,69.5,57.21,20,False,MEDIUM
SITE-001,2026-01-07 21:00:00,-2.66,69.68,67.88,21,False,HIGH
SITE-002,2026-01-07 21:00:00,-1.03,68.04,66.63,21,False,HIGH
SITE-003,2026-01-07 21:00:00,-2.42,70.95,74.7,21,False,HIGH
SITE-001,2026-01-07 22:00:00,-4.31,72.93,77.03,22,False,HIGH
SITE-002,2026-01-07 22:00:00,-5.24,72.17,67.93,22,False,HIGH
SITE-003,2026-01-07 22:00:00,-2.68,69.74,71.89,22,False,HIGH
SITE-001,2026-01-07 23:00:00,-1.6,73.04,69.2,23,False,MEDIUM
SITE-002,2026-01-07 23:00:00,-5.2,68.66,68.31,23,False,HIGH
SITE-003,2026-01-07 23:00:00,-2.64,69.77,65.08,23,False,MEDIUM
SITE-001,2026-01-08 00:00:00,-5.07,71.97,72.25,0,False,HIGH
SITE-002,2026-01-08 00:00:00,-6.78,73.37,75.14,0,False,HIGH
SITE-003,2026-01-08 00:00:00,-3.57,66.68,60.37,0,False,MEDIUM
SITE-001,2026-01-08 01:00:00,-4.88,73.64,70.05,1,False,HIGH
SITE-002,2026-01-08 01:00:00,-5.92,73.7,65.26,1,False,HIGH
SITE-003,2026-01-08 01:00:00,-4.4,70.8,67.48,1,False,HIGH
SITE-001,2026-01-08 02:00:00,-5.66,75.26,67.16,2,False,HIGH
SITE-002,2026-01-08 02:00:00,-3.96,68.56,64.29,2,False,MEDIUM
SITE-003,2026-01-08 02:00:00,-5.21,75.3,80.04,2,False,HIGH
SITE-001,2026-01-08 03:00:00,-2.24,72.93,66.11,3,False,HIGH
SITE-002,2026-01-08 03:00:00,-2.75,71.41,72.84,3,False,HIGH
SITE-003,2026-01-08 03:00:00,-4.79,70.05,68.44,3,False,HIGH
SITE-001,2026-01-08 04:00:00,-2.26,69.48,69.03,4,False,HIGH
SITE-002,2026-01-08 04:00:00,1.09,64.2,67.82,4,False,MEDIUM
SITE-003,2026-01-08 04:00:00,-0.68,66.06,62.11,4,False,MEDIUM
SITE-001,2026-01-08 05:00:00,-0.21,69.15,65.54,5,False,HIGH
SITE-002,2026-01-08 05:00:00,-1.43,70.05,63.3,5,False,MEDIUM
SITE-003,2026-01-08 05:00:00,-1.98,66.7,71.36,5,False,MEDIUM
SITE-001,2026-01-08 06:00:00,0.74,70.23,58.98,6,False,MEDIUM
SITE-002,2026-01-08 06:00:00,0.23,69.1,59.02,6,False,HIGH
SITE-003,2026-01-08 06:00:00,2.04,61.93,65.32,6,False,MEDIUM
SITE-001,2026-01-08 07:00:00,0.89,68.77,60.08,7,False,MEDIUM
SITE-002,2026-01-08 07:00:00,4.2,62.97,48.37,7,False,LOW
SITE-003,2026-01-08 07:00:00,0.58,66.85,66.09,7,False,MEDIUM
SITE-001,2026-01-08 08:00:00,5.31,62.96,54.77,8,False,MEDIUM
SITE-002,2026-01-08 08:00:00,3.06,63.52,53.31,8,False,MEDIUM
SITE-003,2026-01-08 08:00:00,5.41,64.07,54.56,8,False,LOW
SITE-001,2026-01-08 09:00:00,4.53,67.85,66.63,9,False,MEDIUM
SITE-002,2026-01-08 09:00:00,4.05,64.96,50.09,9,False,LOW
SITE-003,2026-01-08 09:00:00,5.6,62.71,55.32,9,False,LOW
SITE-001,2026-01-08 10:00:00,6.31,62.36,50.01,10,False,LOW
SITE-002,2026-01-08 10:00:00,4.65,64.89,58.44,10,False,LOW
SITE-003,2026-01-08 10:00:00,5.0,60.92,47.9,10,False,LOW
SITE-001,2026-01-08 11:00:00,6.53,61.94,50.78,11,False,LOW
SITE-002,2026-01-08 11:00:00,6.65,62.85,52.55,11,False,LOW
SITE-003,2026-01-08 11:00:00,4.57,60.27,58.51,11,False,LOW
SITE-001,2026-01-08 12:00:00,7.91,63.07,53.1,12,False,LOW
SITE-002,2026-01-08 12:00:00,8.4,59.99,43.4,12,False,LOW
SITE-003,2026-01-08 12:00:00,9.14,60.43,52.48,12,False,LOW
SITE-001,2026-01-08 13:00:00,9.23,59.39,50.12,13,False,LOW
SITE-002,2026-01-08 13:00:00,4.82,63.32,51.82,13,False,LOW
SITE-003,2026-01-08 13:00:00,7.16,60.83,52.65,13,False,LOW
SITE-001,2026-01-08 14:00:00,4.03,64.33,62.01,14,False,MEDIUM
SITE-002,2026-01-08 14:00:00,8.28,60.26,58.96,14,False,LOW
SITE-003,2026-01-08 14:00:00,6.39,58.71,52.57,14,False,LOW
SITE-001,2026-01-08 15:00:00,4.03,67.02,62.33,15,False,LOW
SITE-002,2026-01-08 15:00:00,5.18,62.65,53.75,15,False,LOW
SITE-003,2026-01-08 15:00:00,4.01,64.98,56.8,15,False,LOW
SITE-001,2026-01-08 16:00:00,3.26,68.06,52.47,16,False,MEDIUM
SITE-002,2026-01-08 16:00:00,4.57,64.64,49.65,16,False,LOW
SITE-003,2026-01-08 16:00:00,3.6,63.77,51.73,16,False,LOW
SITE-001,2026-01-08 17:00:00,2.79,66.18,58.78,17,False,MEDIUM
SITE-002,2026-01-08 17:00:00,2.62,66.27,60.93,17,False,MEDIUM
SITE-003,2026-01-08 17:00:00,1.54,67.1,59.15,17,False,MEDIUM
SITE-001,2026-01-08 18:00:00,2.64,66.16,61.76,18,False,MEDIUM
SITE-002,2026-01-08 18:00:00,0.98,69.9,65.26,18,False,HIGH
SITE-003,2026-01-08 18:00:00,4.04,62.64,50.33,18,False,LOW
SITE-001,2026-01-08 19:00:00,-0.6,69.19,65.45,19,False,HIGH
SITE-002,2026-01-08 19:00:00,1.06,65.52,62.95,19,False,MEDIUM
SITE-003,2026-01-08 19:00:00,0.69,66.52,63.31,19,False,MEDIUM
SITE-001,2026-01-08 20:00:00,-2.09,72.08,64.87,20,False,HIGH
SITE-002,2026-01-08 20:00:00,-0.41,66.39,62.51,20,False,MEDIUM
SITE-003,2026-01-08 20:00:00,-1.95,70.04,69.29,20,False,MEDIUM
SITE-001,2026-01-08 21:00:00,-1.91,69.36,65.71,21,False,HIGH
SITE-002,2026-01-08 21:00:00,-2.24,73.86,69.89,21,False,HIGH
SITE-003,2026-01-08 21:00:00,-3.03,67.87,73.8,21,False,HIGH
SITE-001,2026-01-08 22:00:00,-3.36,72.83,72.25,22,False,HIGH
SITE-002,2026-01-08 22:00:00,-2.25,68.45,69.97,22,False,HIGH
SITE-003,2026-01-08 22:00:00,-4.04,72.34,64.87,22,False,HIGH
SITE-001,2026-01-08 23:00:00,-4.28,72.46,65.7,23,False,HIGH
SITE-002,2026-01-08 23:00:00,-3.05,69.26,61.41,23,False,MEDIUM
SITE-003,2026-01-08 23:00:00,-4.55,69.9,68.06,23,False,MEDIUM
SITE-001,2026-01-09 00:00:00,-4.01,74.52,67.89,0,False,HIGH
SITE-002,2026-01-09 00:00:00,-5.28,74.77,74.22,0,False,HIGH
SITE-003,2026-01-09 00:00:00,-6.16,70.62,70.95,0,False,HIGH
SITE-001,2026-01-09 01:00:00,-5.58,76.43,70.62,1,False,HIGH
SITE-002,2026-01-09 01:00:00,-4.53,71.81,67.12,1,False,HIGH
SITE-003,2026-01-09 01:00:00,-2.12,66.98,65.78,1,False,MEDIUM
SITE-001,2026-01-09 02:00:00,-2.11,72.26,65.47,2,False,HIGH
SITE-002,2026-01-09 02:00:00,-4.8,70.6,70.36,2,False,HIGH
SITE-003,2026-01-09 02:00:00,-4.48,71.41,71.5,2,False,MEDIUM
SITE-001,2026-01-09 03:00:00,-3.57,73.11,68.7,3,False,HIGH
SITE-002,2026-01-09 03:00:00,-5.11,75.26,76.33,3,False,HIGH
SITE-003,2026-01-09 03:00:00,-1.81,67.75,68.59,3,False,MEDIUM
SITE-001,2026-01-09 04:00:00,-2.67,69.46,67.75,4,False,HIGH
SITE-002,2026-01-09 04:00:00,-1.74,69.84,68.85,4,False,MEDIUM
SITE-003,2026-01-09 04:00:00,-0.3,66.97,58.78,4,False,LOW
SITE-001,2026-01-09 05:00:00,0.92,68.77,61.22,5,False,MEDIUM
SITE-002,2026-01-09 05:00:00,-2.78,70.68,63.75,5,False,HIGH
SITE-003,2026-01-09 05:00:00,0.72,66.12,67.09,5,False,LOW
SITE-001,2026-01-09 06:00:00,0.87,67.17,59.86,6,False,MEDIUM
SITE-002,2026-01-09 06:00:00,1.24,66.92,58.41,6,False,MEDIUM
SITE-003,2026-01-09 06:00:00,1.98,65.98,60.54,6,False,MEDIUM
SITE-001,2026-01-09 07:00:00,2.3,66.9,63.25,7,False,HIGH
SITE-002,2026-01-09 07:00:00,1.22,65.21,60.06,7,False,MEDIUM
SITE-003,2026-01-09 07:00:00,1.96,66.51,57.94,7,False,LOW
SITE-001,2026-01-09 08:00:00,4.98,64.11,49.27,8,False,MEDIUM
SITE-002,2026-01-09 08:00:00,4.8,64.62,56.4,8,False,LOW
SITE-003,2026-01-09 08:00:00,5.0,61.04,60.61,8,False,LOW
SITE-001,2026-01-09 09:00:00,6.17,64.49,56.13,9,False,MEDIUM
SITE-002,2026-01-09 09:00:00,4.8,65.59,49.92,9,False,LOW
SITE-003,2026-01-09 09:00:00,4.75,62.18,55.55,9,False,LOW
SITE-001,2026-01-09 10:00:00,7.36,63.39,52.47,10,False,LOW
SITE-002,2026-01-09 10:00:00,7.52,59.48,41.51,10,False,LOW
SITE-003,2026-01-09 10:00:00,5.8,62.81,49.92,10,False,LOW
SITE-001,2026-01-09 11:00:00,7.12,62.88,52.11,11,False,LOW
SITE-002,2026-01-09 11:00:00,6.63,62.85,57.31,11,False,LOW
SITE-003,2026-01-09 11:00:00,6.76,60.31,45.37,11,False,LOW
SITE-001,2026-01-09 12:00:00,8.62,62.08,53.75,12,False,LOW
SITE-002,2026-01-09 12:00:00,7.21,61.14,50.41,12,False,LOW
SITE-003,2026-01-09 12:00:00,7.62,61.45,50.69,12,False,LOW
SITE-001,2026-01-09 13:00:00,5.54,62.9,68.73,13,False,LOW
SITE-002,2026-01-09 13:00:00,7.41,63.92,47.21,13,False,LOW
SITE-003,2026-01-09 13:00:00,7.07,59.55,58.97,13,False,LOW
SITE-001,2026-01-09 14:00:00,5.94,64.27,48.01,14,False,LOW
SITE-002,2026-01-09 14:00:00,6.57,63.38,55.11,14,False,LOW
SITE-003,2026-01-09 14:00:00,6.06,60.6,58.18,14,False,LOW
SITE-001,2026-01-09 15:00:00,5.26,67.2,57.64,15,False,LOW
SITE-002,2026-01-09 15:00:00,5.26,65.82,52.96,15,False,LOW
SITE-003,2026-01-09 15:00:00,8.77,59.73,42.86,15,False,LOW
SITE-001,2026-01-09 16:00:00,4.98,64.04,52.78,16,False,LOW
SITE-002,2026-01-09 16:00:00,4.5,61.99,49.81,16,False,LOW
SITE-003,2026-01-09 16:00:00,4.22,61.27,60.35,16,False,LOW
SITE-001,2026-01-09 17:00:00,3.45,64.89,56.28,17,False,MEDIUM
SITE-002,2026-01-09 17:00:00,4.12,65.56,54.91,17,False,MEDIUM
SITE-003,2026-01-09 17:00:00,5.13,62.22,54.9,17,False,LOW
SITE-001,2026-01-09 18:00:00,-0.06,68.92,64.63,18,False,HIGH
SITE-002,2026-01-09 18:00:00,0.83,66.32,61.07,18,False,MEDIUM
SITE-003,2026-01-09 18:00:00,1.39,64.82,68.24,18,False,MEDIUM
SITE-001,2026-01-09 19:00:00,-1.02,68.86,62.78,19,False,HIGH
SITE-002,2026-01-09 19:00:00,0.77,67.66,62.32,19,False,MEDIUM
SITE-003,2026-01-09 19:00:00,1.92,65.32,65.48,19,False,MEDIUM
SITE-001,2026-01-09 20:00:00,-0.29,69.16,62.76,20,False,HIGH
SITE-002,2026-01-09 20:00:00,-1.49,70.43,63.47,20,False,HIGH
SITE-003,2026-01-09 20:00:00,-1.58,66.28,63.03,20,False,HIGH
SITE-001,2026-01-09 21:00:00,-1.58,69.83,69.0,21,False,HIGH
SITE-002,2026-01-09 21:00:00,-2.02,69.8,72.04,21,False,HIGH
SITE-003,2026-01-09 21:00:00,-2.83,69.98,67.83,21,False,HIGH
SITE-001,2026-01-09 22:00:00,-1.21,72.11,65.29,22,False,HIGH
SITE-002,2026-01-09 22:00:00,-3.62,72.59,69.79,22,False,HIGH
SITE-003,2026-01-09 22:00:00,-3.12,68.71,66.15,22,False,HIGH
SITE-001,2026-01-09 23:00:00,-2.24,71.23,71.82,23,False,MEDIUM
SITE-002,2026-01-09 23:00:00,-2.92,70.44,67.58,23,False,MEDIUM
SITE-003,2026-01-09 23:00:00,-4.35,70.65,66.47,23,False,MEDIUM
SITE-001,2026-01-10 00:00:00,-3.04,70.78,71.22,0,True,MEDIUM
SITE-002,2026-01-10 00:00:00,-3.29,70.99,69.21,0,True,MEDIUM
SITE-003,2026-01-10 00:00:00,-6.06,72.23,79.54,0,True,HIGH
SITE-001,2026-01-10 01:00:00,-3.64,70.56,70.48,1,True,MEDIUM
SITE-002,2026-01-10 01:00:00,-5.18,71.6,66.95,1,True,MEDIUM
SITE-003,2026-01-10 01:00:00,-4.11,69.02,66.73,1,True,MEDIUM
SITE-001,2026-01-10 02:00:00,-3.01,74.92,64.46,2,True,HIGH
SITE-002,2026-01-10 02:00:00,-1.65,70.82,64.32,2,True,MEDIUM
SITE-003,2026-01-10 02:00:00,-4.22,75.27,67.02,2,True,MEDIUM
SITE-001,2026-01-10 03:00:00,-1.52,71.81,64.57,3,True,MEDIUM
SITE-002,2026-01-10 03:00:00,-3.31,71.28,72.83,3,True,MEDIUM
SITE-003,2026-01-10 03:00:00,-2.08,70.03,65.59,3,True,MEDIUM
SITE-001,2026-01-10 04:00:00,-0.54,70.12,64.21,4,True,MEDIUM
SITE-002,2026-01-10 04:00:00,-1.93,67.72,62.68,4,True,MEDIUM
SITE-003,2026-01-10 04:00:00,0.34,65.89,64.91,4,True,LOW
SITE-001,2026-01-10 05:00:00,-0.14,70.11,67.67,5,True,MEDIUM
SITE-002,2026-01-10 05:00:00,-0.77,66.8,63.33,5,True,LOW
SITE-003,2026-01-10 05:00:00,0.21,66.15,61.33,5,True,LOW
SITE-001,2026-01-10 06:00:00,2.07,68.71,58.56,6,True,MEDIUM
SITE-002,2026-01-10 06:00:00,0.26,66.87,64.17,6,True,MEDIUM
SITE-003,2026-01-10 06:00:00,1.79,64.88,58.11,6,True,LOW
SITE-001,2026-01-10 07:00:00,4.8,62.29,63.8,7,True,LOW
SITE-002,2026-01-10 07:00:00,3.14,67.0,55.61,7,True,MEDIUM
SITE-003,2026-01-10 07:00:00,2.97,64.47,66.53,7,True,LOW
SITE-001,2026-01-10 08:00:00,4.95,66.93,52.1,8,True,MEDIUM
SITE-002,2026-01-10 08:00:00,4.18,62.87,55.56,8,True,LOW
SITE-003,2026-01-10 08:00:00,3.06,63.57,58.12,8,True,LOW
SITE-001,2026-01-10 09:00:00,7.02,62.7,54.92,9,True,LOW
SITE-002,2026-01-10 09:00:00,5.4,63.87,54.29,9,True,LOW
SITE-003,2026-01-10 09:00:00,4.6,65.0,56.33,9,True,LOW
SITE-001,2026-01-10 10:00:00,7.6,64.47,46.87,10,True,LOW
SITE-002,2026-01-10 10:00:00,5.73,60.77,55.54,10,True,LOW
SITE-003,2026-01-10 10:00:00,6.59,59.93,54.05,10,True,LOW
